通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
宝庆 丙戊酸钠片    0.2g*100片,宝庆 ,0.2g*100片,1  瓶  ,国药准字H43020874 ,湖南省湘中制药有限公司 ,广州市巨孚达医药有限公司,有
仁澳 奥卡西平片    0.3g*10片*3板,仁澳 ,0.3g*10片*3板,1  盒  ,国药准字H20051518 ,北京四环制药有限公司 ,湖南湘众医药有限公司,有
仁澳 奥卡西平片    0.3g*10片*3板,仁澳 ,0.3g*10片*3板,100  盒  ,国药准字H20051518 ,北京四环制药有限公司 ,武汉创元医药生物有限公司,有
卓夫  利培酮片    1mg*10片*2板,卓夫 ,1mg*10片*2板,1  盒  ,国药准字H20041808   ,齐鲁制药有限公司 ,湖南湘众医药有限公司,有
 清开灵口服液    10ml*6支, ,10ml*6支,1  盒  ,国药准字Z13020487 ,唐山市福乐药业有限公司 ,湖南湘众医药有限公司,有
派汀 加巴喷丁胶囊    0.1g*10粒*5板,派汀 ,0.1g*10粒*5板,1  盒  ,国药准字H20030662 ,江苏恒瑞医药股份有限公司 ,湖南湘众医药有限公司,有
卓夫  利培酮片    1mg*10片*2板,卓夫 ,1mg*10片*2板,1  盒  ,国药准字H20041808   ,齐鲁制药有限公司 ,湖南湘众医药有限公司,有
 清开灵口服液    10ml*6支, ,10ml*6支,1  盒  ,国药准字Z13020487 ,唐山市福乐药业有限公司 ,湖南湘众医药有限公司,有
派汀 加巴喷丁胶囊    0.1g*10粒*5板,派汀 ,0.1g*10粒*5板,1  盒  ,国药准字H20030662 ,江苏恒瑞医药股份有限公司 ,湖南湘众医药有限公司,有
 桂利嗪片    25mg*100片, ,25mg*100片,1  盒  ,国药准字H37021901 ,辰欣药业股份有限公司 ,湖南湘众医药有限公司,有
渠道启维 富马酸喹硫平片    100mg*30片,启维 ,100mg*30片,1  盒  ,国药准字H20010117 ,湖南洞庭药业股份有限公司 ,湖南湘众医药有限公司,无
渠道深圳信立泰/泰嘉 硫酸氢氯吡格雷片    25毫克*20片,深圳信立泰/泰嘉 ,25毫克*20片,1  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,湖南湘众医药有限公司,无
 甲钴胺片    0.5mg*10s*2板(薄膜衣), ,0.5mg*10s*2板(薄膜衣),1  盒  ,国药准字H20052564 ,江苏迪赛诺制药有限公司 ,湖南湘众医药有限公司,有
康恼灵 复方吡拉西坦脑蛋白水解物片    27片,康恼灵 ,27片,1  盒  ,国药准字H21023095 ,辽宁天龙药业有限公司 ,湖南湘众医药有限公司,有
渠道安闲 拉莫三嗪片    25mg*48片,安闲 ,25mg*48片,1  盒  ,国药准字H20050596 ,三金集团湖南三金制药有限责任公司 ,湖南湘众医药有限公司,无
 解郁安神颗粒    5g*9袋, ,5g*9袋,1  盒  , ,吉林省松辽制药有限公司 ,湖南湘众医药有限公司,有
 盐酸文拉法辛胶囊    25mg*8粒*2板, ,25mg*8粒*2板,1  盒  ,国药准字H20066157 ,成都倍特药业有限公司 ,湛江市弘安药业有限公司,有
康恼灵 复方吡拉西坦脑蛋白水解物片    27片,康恼灵 ,27片,1  盒  ,国药准字H21023095 ,辽宁天龙药业有限公司 ,广州市振康医药有限公司,有
佐依坦 左乙拉西坦片    0.5g*30片,佐依坦 ,0.5g*30片,1  盒  ,国药准字H20143179 ,重庆圣华曦药业股份有限公司 ,广州市巨孚达医药有限公司,有
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,400  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,武汉创元医药生物有限公司,有
诺百益 胞磷胆碱钠片    0.1g*24片,诺百益 ,0.1g*24片,1  盒  ,国药准字H20080745 ,华润双鹤利民药业（济南）有限公司 ,广州市振康医药有限公司,有
双湖 盐酸苯海索片    2mg*100片,双湖 ,2mg*100片,1  瓶  ,国药准字H32022135 ,常州康普药业有限公司 ,广州市振康医药有限公司,有
同仁堂 芎菊上清丸    6g*12袋,同仁堂 ,6g*12袋,1  盒  ,国药准字Z11021091 ,北京同仁堂制药有限公司 ,广州市振康医药有限公司,有
 心脑舒通胶囊    15mg*40粒, ,15mg*40粒,1  盒  ,国药准字Z22021965 ,吉林敖东洮南药业股份有限公司 ,广州市振康医药有限公司,有
 甲钴胺片    0.5mg*10片*3板, ,0.5mg*10片*3板,1  盒  ,国药准字H20031126 ,华北制药股份有限公司 ,广州市振康医药有限公司,有
 奋乃静片    2mg*100s (3.91), ,2mg*100s (3.91),1  瓶  ,国药准字H32024193 ,江苏黄河药业股份有限公司 ,广州市振康医药有限公司,有
 扑米酮片    0.25g*100片, ,0.25g*100片,1  盒  ,国药准字H31020145 ,上海信谊黄河制药有限公司 ,广州市振康医药有限公司,有
 盐酸马普替林片    25mg*40片, ,25mg*40片,1  盒  ,国药准字H23020727 ,多多药业有限公司 ,广州市振康医药有限公司,有
 盐酸马普替林片    25mg*40片, ,25mg*40片,100  盒  ,国药准字H23020727 ,多多药业有限公司 ,广东华源诺希医药股份有限公司,有
 碳酸锂片    0.25g*100片, ,0.25g*100片,1  瓶  ,国药准字H31021756 ,上海新黄河制药有限公司 ,成都拜欧药业股份有限公司,有
 七叶神安片    0.1g*24片(薄膜衣), ,0.1g*24片(薄膜衣),300  盒  ,国药准字Z44022694 ,国药集团广东环球制药有限公司 ,成都拜欧药业股份有限公司,有
典泰 丙戊酸钠缓释片    0.2g*10片*3板,典泰 ,0.2g*10片*3板,200  盒  ,国药准字H19991395 ,江苏恒瑞医药股份有限公司 ,广东华源诺希医药股份有限公司,有
 卡马西平片    0.1g*100片, ,0.1g*100片,300  瓶  ,国药准字H42022117 ,宜昌人福药业有限责任公司 ,广东华源诺希医药股份有限公司,有
 草酸艾司西酞普兰片    10mg*7片, ,10mg*7片,200  盒  ,国药准字H20140109 ,吉林省西点药业科技发展股份有限公司 ,广东华源诺希医药股份有限公司,有
乐孚亭 盐酸安非他酮片    75mg*14片,乐孚亭 ,75mg*14片,400  盒  ,国药准字H20070209 ,万特制药（海南）有限公司 ,广东华源诺希医药股份有限公司,有
 盐酸硫必利片    0.1g*100s, ,0.1g*100s,100  瓶  ,国药准字H32025477 ,江苏恩华药业股份有限公司 ,广东华源诺希医药股份有限公司,有
 七叶神安片    0.1g*24片(薄膜衣), ,0.1g*24片(薄膜衣),300  盒  ,国药准字Z44022694 ,国药集团广东环球制药有限公司 ,成都拜欧药业股份有限公司,有
典泰 丙戊酸钠缓释片    0.2g*10片*3板,典泰 ,0.2g*10片*3板,200  盒  ,国药准字H19991395 ,江苏恒瑞医药股份有限公司 ,广东华源诺希医药股份有限公司,有
 卡马西平片    0.1g*100片, ,0.1g*100片,300  瓶  ,国药准字H42022117 ,宜昌人福药业有限责任公司 ,广东华源诺希医药股份有限公司,有
 草酸艾司西酞普兰片    10mg*7片, ,10mg*7片,200  盒  ,国药准字H20140109 ,吉林省西点药业科技发展股份有限公司 ,广东华源诺希医药股份有限公司,有
乐孚亭 盐酸安非他酮片    75mg*14片,乐孚亭 ,75mg*14片,400  盒  ,国药准字H20070209 ,万特制药（海南）有限公司 ,广东华源诺希医药股份有限公司,有
 清开灵片    0.5g*12片*3板(薄膜衣), ,0.5g*12片*3板(薄膜衣),320  盒  ,国药准字Z10980098 ,哈尔滨圣泰生物制药有限公司 ,成都拜欧药业股份有限公司,有
盐酸地芬尼多片 盐酸地芬尼多片    25mg*12片/盒,盐酸地芬尼多片 ,25mg*12片/盒,200  盒  ,国药准字H37022609 ,山东仁和堂药业有限公司 ,湖北巨世医药有限公司,有
 碳酸锂片    0.25g*100s, ,0.25g*100s,100  瓶  ,国药准字H43020372 ,湖南千金湘江药业股份有限公司 ,成都拜欧药业股份有限公司,有
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,160  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,成都拜欧药业股份有限公司,有
 吡拉西坦片    0.4g*100s, ,0.4g*100s,1  盒  ,国药准字H33021967 ,杭州民生药业有限公司 ,成都拜欧药业股份有限公司,有
百适可 草酸艾司西酞普兰片    10mg*7片,百适可 ,10mg*7片,240  盒  ,国药准字H20103327 ,山东京卫制药有限公司 ,广东华源诺希医药股份有限公司,有
 桂利嗪片    25mg*100片, ,25mg*100片,1  瓶  ,国药准字H44023247 ,广东三才石岐制药股份有限公司 ,重庆赛力君安医药有限公司,有
盐酸地芬尼多片 盐酸地芬尼多片    25mg*12片/盒,盐酸地芬尼多片 ,25mg*12片/盒,200  盒  ,国药准字H37022609 ,山东仁和堂药业有限公司 ,湖北巨世医药有限公司,有
渠道弥可保 甲钴胺注射液    1ml:0.5mg*10支,弥可保 ,1ml:0.5mg*10支,1  盒  ,J20130076 ,卫材(中国)药业有限公司 ,湖南同安医药有限公司,无
波立维 硫酸氢氯吡格雷片    75mg*7片,波立维 ,75mg*7片,360  盒  ,国药准字J20130083 ,赛诺菲（杭州）制药有限公司 ,湖北祥林医药有限公司,无
人工牛黄甲硝唑胶囊 人工牛黄甲硝唑胶囊(牙疼安）    20粒,人工牛黄甲硝唑胶囊 ,20粒,400  盒  ,国药准字H23022811 ,黑龙江喜人药业集团有限公司 ,武汉益世药业有限责任公司,有
其他 卡马西平片    0.1g*100片,其他 ,0.1g*100片,360  个  ,国药准字H31021366 ,上海复旦复华药业有限公司 ,武汉红运堂药业有限公司,有
珂丹 恩他卡朋片    0.2g*30片,珂丹 ,0.2g*30片,1  盒  ,H20140221 ,Orion Corporation ,四川省优胜美特医药有限公司,有
邦民制药 脑络通胶囊    0.5g*30粒,邦民制药 ,0.5g*30粒,360  瓶  ,国药准字Z44022026 ,广东邦民制药厂有限公司 ,湖北千瑞铭医药有限公司,有
 卡马西平片    0.1g*100片, ,0.1g*100片,480  瓶  ,国药准字H31022908 ,上海福达制药有限公司 ,四川省优胜美特医药有限公司,有
 盐酸金刚烷胺糖浆    100ml, ,100ml,100  瓶  ,国药准字H20057281 ,四川省通园制药有限公司 ,黑龙江省华源医药股份有限公司,有
 迈之灵片    0.15g*20s*2板, ,0.15g*20s*2板,20  盒  ,Z20090001 ,德国礼达大药厂 ,黑龙江省华源医药股份有限公司,有
百适可 草酸艾司西酞普兰片    10mg*7片,百适可 ,10mg*7片,240  盒  ,国药准字H20103327 ,山东京卫制药有限公司 ,广东华源诺希医药股份有限公司,有
 桂利嗪片    25mg*100片, ,25mg*100片,1  瓶  ,国药准字H44023247 ,广东三才石岐制药股份有限公司 ,重庆赛力君安医药有限公司,有
曲莱 奥卡西平片    0.15g*50片,曲莱 ,0.15g*50片,100  盒  ,H20130015 ,"意大利NovartisFarmaS.p.A,. ",湛江市弘安药业有限公司,有
可同 利培酮口崩片    1mg*20片,可同 ,1mg*20片,300  盒  ,国药准字H20060283 ,吉林省西点药业科技发展股份有限公司 ,四川省优胜美特医药有限公司,有
欧兰宁 奥氮平片    10mg*7片薄膜衣,欧兰宁 ,10mg*7片薄膜衣,1  盒  ,国药准字H20010799 ,江苏豪森药业集团有限公司 ,广州市振康医药有限公司,有
 舒必利片    0.1g*100片, ,0.1g*100片,100  瓶  ,国药准字H31021197 ,上海信谊天平药业有限公司 ,湛江市弘安药业有限公司,有
醒志 利培酮口崩片    1mg*20片,醒志 ,1mg*20片,100  盒  ,国药准字H20070319 ,齐鲁制药有限公司 ,湖北千瑞铭医药有限公司,有
 苯妥英钠片    0.1g*100片, ,0.1g*100片,240  盒  ,国药准字H50020218 ,西南药业股份有限公司 ,成都拜欧药业股份有限公司,有
反映亭 沙利度胺片    25mg*20片,反映亭 ,25mg*20片,1  盒  ,国药准字H32026129 ,常州制药厂有限公司 ,广州市振康医药有限公司,有
宝诺达 胞磷胆碱钠片    0.2g*10片,宝诺达 ,0.2g*10片,1  盒  ,国药准字H20100008 ,福建省闽东力捷迅药业有限公司 ,广州市巨孚达医药有限公司,有
 苯妥英钠片    0.1g*100片, ,0.1g*100片,240  盒  ,国药准字H50020218 ,西南药业股份有限公司 ,成都拜欧药业股份有限公司,有
 消旋山莨菪碱片    5mg*100片, ,5mg*100片,480  瓶  ,国药准字H19983091 ,河南普瑞制药 ,成都拜欧药业股份有限公司,有
盐酸帕罗西汀片乐友 盐酸帕罗西汀片    ：20mg*14粒,盐酸帕罗西汀片乐友 ,：20mg*14粒,200  粒  ,H20031106 ,浙江华海药业股份有限公司 ,成都拜欧药业股份有限公司,有
枢芬 巴氯芬片    10mg*10片,枢芬 ,10mg*10片,999  盒  ,国药准字H19980103 ,福安药业集团宁波天衡制药有限公司 ,湖南同安医药有限公司,有
恩华 盐酸氯米帕明片    25mg*50片,恩华 ,25mg*50片,100  盒  ,国药准字H32022974 ,江苏恩华药业股份有限公司 ,华源康信（武汉）医药有限公司,有
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,160  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,华源康信（武汉）医药有限公司,有
仁澳 奥卡西平片    0.3g*10片*3板,仁澳 ,0.3g*10片*3板,100  盒  ,国药准字H20051518 ,北京四环制药有限公司 ,华源康信（武汉）医药有限公司,有
精卫鸟 复方苯巴比妥溴化钠片    24片*2盒,精卫鸟 ,24片*2盒,100  盒  ,国药准字H22025507 ,吉林省神经精神病医院制药厂 ,华源康信（武汉）医药有限公司,有
 清开灵片    0.5g*24片(薄膜衣), ,0.5g*24片(薄膜衣),300  盒  ,国药准字Z10970043 ,浙江远力健药业有限责任公司 ,成都拜欧药业股份有限公司,有
 二十五味珍珠丸    1g*10丸(水丸), ,1g*10丸(水丸),60  盒  ,国药准字Z54020108 ,西藏金珠雅砻藏药有限责任公司 ,成都拜欧药业股份有限公司,有
左洛复 盐酸舍曲林片    50mg*14片,左洛复 ,50mg*14片,300  盒  ,国药准字H10980141 ,辉瑞制药有限公司 ,成都拜欧药业股份有限公司,有
 盐酸苯海索片    2mg*100片, ,2mg*100片,600  盒  ,国药准字H37022726 ,山东健康药业有限公司 ,四川省优胜美特医药有限公司,有
阿咖酚散（解热散） 阿咖酚散（解热散）    阿咖酚散（解热散,阿咖酚散（解热散） ,阿咖酚散（解热散,100  盒  ,H50021849 ,重庆和平制药有限公司 ,成都拜欧药业股份有限公司,有
 盐酸舍曲林片    50mg*14片, ,50mg*14片,300  盒  ,国药准字H20060316 ,山西仟源医药集团股份有限公司 ,广东华源诺希医药股份有限公司,有
 盐酸氟西汀胶囊    20mg*14粒, ,20mg*14粒,100  盒  ,国药准字H20064844 ,内蒙古蒙药股份有限公司 ,湛江市弘安药业有限公司,有
 卡马西平片    0.1g*100片, ,0.1g*100片,1  瓶  ,国药准字H13020748 ,石家庄康贺威药业有限公司 ,重庆赛力君安医药有限公司,有
硫酸镁注射液 硫酸镁注射液    10ml:2.5g*5支/盒,硫酸镁注射液 ,10ml:2.5g*5支/盒,1  盒  ,国药准字H32023415 ,成都倍特药业有限公司 ,重庆赛力君安医药有限公司,有
渠道奇比特 盐酸丁螺环酮片    5mg*40片,奇比特 ,5mg*40片,400  盒  ,国药准字H19990302 ,北大国际医院集团西南合成制药股份有限公司 ,河北杏林医药有限公司,无
渠道奇比特 盐酸丁螺环酮片    5mg*40片,奇比特 ,5mg*40片,400  盒  ,国药准字H19990302 ,北大国际医院集团西南合成制药股份有限公司 ,河北杏林医药有限公司,无
 盐酸舍曲林片    50mg*14片, ,50mg*14片,300  盒  ,国药准字H20060316 ,山西仟源医药集团股份有限公司 ,黑龙江省华源医药股份有限公司,有
 甲钴胺片    0.5mg*20片, ,0.5mg*20片,400  盒  ,国药准字H20051425 ,辰欣药业股份有限公司 ,沈阳铸盈药业有限公司,无
 血府逐瘀颗粒    6g*6袋, ,6g*6袋,200  盒  ,国药准字Z20050016 ,江苏晨牌药业有限公司 ,山东三生医药有限公司,无
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,162  盒  ,H20130126 ,H.Lundbeck A/S ,广州市济帆药业有限公司,无
 盐酸普拉克索片    0.25mg*30片, ,0.25mg*30片,144  盒  ,H20140917 ,德国 ,山东健志医药科技开发有限公司,无
 心宝丸    60mg*20丸, ,60mg*20丸,420  瓶  ,国药准字Z44021843 ,广东心宝制药有限公司 ,武汉启元医药有限公司,无
 碳酸锂片    0.25g*100s, ,0.25g*100s,200  瓶  ,国药准字H32023141 ,江苏联环药业股份有限公司 ,华源康信（武汉）医药有限公司,无
 舒必利片    0.1g*100s, ,0.1g*100s,240  瓶  ,国药准字H31021197 ,上海信谊天平药业有限公司 ,华源康信（武汉）医药有限公司,无
诺百益 胞磷胆碱钠片    0.1g*24片,诺百益 ,0.1g*24片,300  盒  ,国药准字H20080745 ,华润双鹤利民药业（济南）有限公司 ,安徽华源盛铭药业有限公司,无
亚宝力维 甲钴胺片    0.5mg*20片,亚宝力维 ,0.5mg*20片,300  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,武汉启元医药有限公司,无
 甲钴胺片    0.5mg*10片*3板, ,0.5mg*10片*3板,240  盒  ,国药准字H20031126 ,华北制药股份有限公司 ,山东奥瑞森医药有限公司,无
 丙戊酸钠缓释片    0.5g*30片, ,0.5g*30片,100  盒  ,国药准字H20010595 ,赛诺菲(杭州)制药有限公司 ,湛江市弘安药业有限公司,无
深圳信立泰/泰嘉  硫酸氢氯吡格雷片     25mg*20片,深圳信立泰/泰嘉 , 25mg*20片,160  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,江苏全佳康医药有限公司,无
渠道思考林 胞磷胆碱钠胶囊    0.1g*12s,思考林 ,0.1g*12s,200  盒  ,国药准字H20020220 ,齐鲁制药有限公司 ,山东三生医药有限公司,无
 甲钴胺片    0.5mg*20s, ,0.5mg*20s,300  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,广东扬帆药业有限公司,无
